468	Q0	029	1	0.6808592677116394	myRun
468	Q0	014	2	0.6331756114959717	myRun
468	Q0	009	3	0.6072577238082886	myRun
468	Q0	028	4	0.6055302023887634	myRun
446	Q0	112	1	0.7139472961425781	myRun
446	Q0	056	2	0.679512083530426	myRun
446	Q0	183	3	0.6717047691345215	myRun
446	Q0	047	4	0.6603627800941467	myRun
446	Q0	190	5	0.6564613580703735	myRun
446	Q0	071	6	0.6546454429626465	myRun
446	Q0	237	7	0.640872061252594	myRun
446	Q0	061	8	0.6377034187316895	myRun
446	Q0	235	9	0.635452151298523	myRun
446	Q0	039	10	0.6346983909606934	myRun
446	Q0	060	11	0.634405791759491	myRun
446	Q0	108	12	0.6328952312469482	myRun
446	Q0	133	13	0.6243391036987305	myRun
446	Q0	233	14	0.6220266819000244	myRun
446	Q0	208	15	0.6197371482849121	myRun
446	Q0	048	16	0.6190937757492065	myRun
446	Q0	050	17	0.6183897256851196	myRun
446	Q0	044	18	0.6151881217956543	myRun
446	Q0	077	19	0.6137610077857971	myRun
446	Q0	140	20	0.6074487566947937	myRun
446	Q0	218	21	0.606353759765625	myRun
446	Q0	241	22	0.6052604913711548	myRun
446	Q0	234	23	0.6038497090339661	myRun
446	Q0	041	24	0.6028224229812622	myRun
456	Q0	042	1	0.6316545605659485	myRun
496	Q0	016	1	0.6336894035339355	myRun
496	Q0	007	2	0.6066864728927612	myRun
455	Q0	008	1	0.7651839852333069	myRun
455	Q0	009	2	0.7488930225372314	myRun
455	Q0	018	3	0.6335186958312988	myRun
455	Q0	021	4	0.6128649115562439	myRun
476	Q0	012	1	0.6890418529510498	myRun
476	Q0	011	2	0.6692255735397339	myRun
477	Q0	025	1	0.7518596053123474	myRun
477	Q0	017	2	0.6808626651763916	myRun
477	Q0	021	3	0.6744370460510254	myRun
477	Q0	020	4	0.6626500487327576	myRun
477	Q0	019	5	0.6503661870956421	myRun
477	Q0	011	6	0.6471438407897949	myRun
477	Q0	004	7	0.6457029581069946	myRun
